"Track Title","Track Length","Artist","Album","Genre"
S.D.S.,3:05,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Bird Call,2:09,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Matches (feat. Ab-Soul),2:58,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
I Am Who Am (Killin' Time) [feat. Niki Randa],5:01,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Objects In the Mirror,4:19,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Red Dot Music (feat. Action Bronson),6:08,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Gees (feat. Schoolboy Q),2:56,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Watching Movies,3:40,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Suplexes Inside of Complexes and Duplexes,2:47,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
REMember,4:28,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Someone Like You,4:16,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Aquarium,4:38,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Youforia,4:02,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Goosebumpz (Bonus Track),3:22,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
"O.K. (feat. Tyler, The Creator) [Bonus Track]",2:41,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
Claymation (feat. Vinny Radio) [Bonus Track],3:52,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),Hip-Hop/Rap
RAP DEVIL,4:42,Machine Gun Kelly,BINGE,Hip-Hop/Rap
Spotlight (feat. Lzzy Hale),5:05,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Alpha Omega,3:33,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Till I Die,3:33,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Eddie Cane,3:07,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Bad Mother F*cker (feat. Kid Rock),3:34,Machine Gun Kelly,General Admission,Hip-Hop/Rap
World Series,3:35,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Oz.,2:59,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Everyday,4:02,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Gone (feat. Leroy Sanchez),4:01,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Story of the Stairs,3:10,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Merry Go Round,4:06,Machine Gun Kelly,General Admission,Hip-Hop/Rap
A Little More (feat. Victoria Monet),3:58,Machine Gun Kelly,General Admission,Hip-Hop/Rap
All Night Long,7:03,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Make It Happen,4:43,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Round Here,4:20,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Therapy,3:34,Machine Gun Kelly,General Admission,Hip-Hop/Rap
Save Me (feat. M. Shadows & Synyster Gates),3:13,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
What I Do (feat. Bun B & Dub-O),4:33,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
Wild Boy (feat. Waka Flocka Flame),3:51,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
Lace Up (feat. Lil Jon),3:02,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
Stereo (feat. Fitts of the Kickdrums),3:54,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
All We Have (feat. Anna Yvette),3:27,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
See My Tears,4:10,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
D3MONS (feat. DMX),4:21,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
Edge of Destruction (feat. Tech N9ne & Twista),5:08,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
Runnin' (feat. Planet VI),2:48,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
Invincible (feat. Ester Dean),3:06,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
On My Way,4:11,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
End of the Road (feat. Blackbear),4:04,Machine Gun Kelly,Lace Up,Hip-Hop/Rap
Poppies,2:50,Marcy Playground,Marcy Playground,Rock
Sex & Candy,2:53,Marcy Playground,Marcy Playground,Rock
Ancient Walls of Flowers,3:17,Marcy Playground,Marcy Playground,Rock
Saint Joe On the School Bus,3:20,Marcy Playground,Marcy Playground,Rock
A Cloak of Elvenkind,3:00,Marcy Playground,Marcy Playground,Rock
Sherry Fraser,2:51,Marcy Playground,Marcy Playground,Rock
Gone Crazy,2:45,Marcy Playground,Marcy Playground,Rock
Opium,3:07,Marcy Playground,Marcy Playground,Rock
One More Suicide,2:40,Marcy Playground,Marcy Playground,Rock
Dog and His Master,2:12,Marcy Playground,Marcy Playground,Rock
The Shadow of Seattle,2:44,Marcy Playground,Marcy Playground,Rock
The Vampires of New York,2:56,Marcy Playground,Marcy Playground,Rock
Promise,4:16,Matchbook Romance,Stories and Alibis,Rock
My Eyes Burn,4:19,Matchbook Romance,Stories and Alibis,Rock
Surrender,4:47,Matchbook Romance,Voices,Rock
Monsters,4:04,Matchbook Romance,Voices,Rock
How Far We've Come,3:31,Matchbox Twenty,Exile On Mainstream,Pop
Unwell,3:49,Matchbox Twenty,Exile On Mainstream,Pop
3:00 AM,3:47,Matchbox Twenty,Yourself or Someone Like You,Pop
Push,3:59,Matchbox Twenty,Yourself or Someone Like You,Pop
Yu,2:28,MellowHigh,MellowHigh,Hip-Hop/Rap
"Remix (feat. Tyler, The Creator)",2:51,MellowHigh,MellowHigh,Hip-Hop/Rap
One (Remastered),7:26,Metallica,...And Justice for All (Remastered Deluxe Box Set),Metal
Master of Puppets (Remastered),8:35,Metallica,Master of Puppets (Remastered),Metal
Enter Sandman,5:32,Metallica,Metallica,Metal
Nothing Else Matters,6:29,Metallica,Metallica,Metal
Dig up Her Bones,3:00,The Misfits,American Psycho,Hard Rock
Where Eagles Dare,2:08,The Misfits,Collection,Hard Rock
Last Caress,2:00,The Misfits,Collection 2,Hard Rock
Hybrid Moments,1:42,The Misfits,Static Age,Hard Rock
The Start of Your Ending (41st Side),4:24,Mobb Deep,The Infamous,Hip-Hop/Rap
(The Infamous Prelude),2:13,Mobb Deep,The Infamous,Hip-Hop/Rap
Survival of the Fittest,3:45,Mobb Deep,The Infamous,Hip-Hop/Rap
(Just Step Prelude),1:06,Mobb Deep,The Infamous,Hip-Hop/Rap
Up North Trip,4:58,Mobb Deep,The Infamous,Hip-Hop/Rap
Trife Life,5:20,Mobb Deep,The Infamous,Hip-Hop/Rap
Q.U. - Hectic,4:47,Mobb Deep,The Infamous,Hip-Hop/Rap
(The Grave Prelude),0:50,Mobb Deep,The Infamous,Hip-Hop/Rap
Cradle to the Grave,4:57,Mobb Deep,The Infamous,Hip-Hop/Rap
"Shook Ones, Pt. II",5:26,Mobb Deep,The Infamous,Hip-Hop/Rap
Temperature's Rising (feat. Crystal Johnson),5:00,Mobb Deep featuring Crystal Johnson,The Infamous,Hip-Hop/Rap
"Right Back at You (feat. Ghostface Killah, Raekwon & Big Noyd)",4:53,Mobb Deep featuring Ghostface Killah & Raekwon the Chef,The Infamous,Hip-Hop/Rap
Eye for a Eye (Your Beef Is Mines) [feat. Nas & Raekwon The Chef],4:48,Mobb Deep featuring Nas,The Infamous,Hip-Hop/Rap
Give Up the Goods (Just Step) [feat. Big Noyd],4:03,Mobb Deep featuring Noyd,The Infamous,Hip-Hop/Rap
Party Over (feat. Big Noyd),5:41,Mobb Deep featuring Noyd,The Infamous,Hip-Hop/Rap
Drink Away the Pain (Situations) [feat. Q-Tip],4:46,Mobb Deep featuring Q-Tip,The Infamous,Hip-Hop/Rap
March Into the Sea,3:31,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Dashboard,4:06,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Fire It Up,4:35,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Florida,2:58,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Parting of the Sensory,5:34,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Missed the Boat,4:25,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
We've Got Everything,3:40,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Fly Trapped In a Jar,4:29,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Education,3:56,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Little Motel,4:44,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Steam Engenius,4:26,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Spitting Venom,8:27,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
People As Places As People,3:42,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Invisible,4:00,Modest Mouse,We Were Dead Before the Ship Even Sank,Alternative
Sparta,3:49,MONORAL,Turbulence (International),Rock
Vimana,3:44,MONORAL,Turbulence (International),Rock
Monkey Cage,5:11,MONORAL,Turbulence (International),Rock
Tuesday,3:44,MONORAL,Turbulence (International),Rock
Perfect Gold,4:37,MONORAL,Turbulence (International),Rock
Kiri,4:22,MONORAL,Turbulence (International),Rock
Pompadour,3:19,MONORAL,Turbulence (International),Rock
Shenanigans,2:16,MONORAL,Turbulence (International),Rock
Turbulence,1:27,MONORAL,Turbulence (International),Rock
Session 9,5:15,MONORAL,Turbulence (International),Rock
Knuckles,3:45,Moose Blood,Blush,Alternative
Cherry,2:40,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
Anyway,3:11,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
I Hope You're Missing Me,3:24,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
Chin Up,3:33,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
Boston,2:32,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
Gum,3:01,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
Pups,3:21,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
Swim Down,3:18,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
Bukowski,3:16,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
Kelly Kapowski,2:54,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
I Hope You're Miserable,4:19,Moose Blood,"I'll Keep You In Mind, From Time to Time",Indie Rock
The End.,1:53,My Chemical Romance,The Black Parade,Alternative
Dead!,3:16,My Chemical Romance,The Black Parade,Alternative
This Is How I Disappear,3:59,My Chemical Romance,The Black Parade,Alternative
The Sharpest Lives,3:21,My Chemical Romance,The Black Parade,Alternative
Welcome to the Black Parade,5:11,My Chemical Romance,The Black Parade,Alternative
I Don't Love You,3:59,My Chemical Romance,The Black Parade,Alternative
House of Wolves,3:04,My Chemical Romance,The Black Parade,Alternative
Cancer,2:23,My Chemical Romance,The Black Parade,Alternative
Mama,4:39,My Chemical Romance,The Black Parade,Alternative
Sleep,4:43,My Chemical Romance,The Black Parade,Alternative
Teenagers,2:42,My Chemical Romance,The Black Parade,Alternative
Disenchanted,4:55,My Chemical Romance,The Black Parade,Alternative
Famous Last Words,4:59,My Chemical Romance,The Black Parade,Alternative
Blood (Hidden Track),2:54,My Chemical Romance,The Black Parade,Alternative
Na Na Na (Na Na Na Na Na Na Na Na Na),3:26,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,Alternative
Bulletproof Heart,4:57,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,Alternative
Sing,4:30,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,Alternative
Planetary (GO!),4:07,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,Alternative
"Honey, This Mirror Isn't Big Enough for the Two of Us",3:51,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Alternative
Vampires Will Never Hurt You,5:27,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Alternative
Skylines and Turnstiles,3:23,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",Alternative
Helena (So Long & Goodnight),3:22,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
"Give 'Em Hell, Kid",2:18,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
To the End,3:01,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
You Know What They Do to Guys Like Us in Prison,2:54,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
I'm Not Okay (I Promise),3:08,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
The Ghost of You,3:23,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
The Jetset Life Is Gonna Kill You,3:38,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
Interlude,0:57,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
Thank You for the Venom,3:41,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
Hang 'Em High,2:48,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
It's Not a Fashion Statement It's a Deathwish,3:31,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
Cemetery Drive,3:08,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
I Never Told You What I Do for a Living,3:52,My Chemical Romance,Three Cheers for Sweet Revenge,Alternative
Straight Outta Compton,4:19,N.W.A.,Straight Outta Compton,Hip-Hop/Rap
Fuck tha Police,5:46,N.W.A.,Straight Outta Compton,Hip-Hop/Rap
Express Yourself,4:25,N.W.A.,Straight Outta Compton,Hip-Hop/Rap
The Genesis,1:45,Nas,Illmatic,Hip-Hop/Rap
N.Y. State of Mind,4:54,Nas,Illmatic,Hip-Hop/Rap
Life's a Bitch,3:31,Nas,Illmatic,Hip-Hop/Rap
The World Is Yours,4:51,Nas,Illmatic,Hip-Hop/Rap
Halftime,4:21,Nas,Illmatic,Hip-Hop/Rap
Memory Lane (Sittin' In Da Park),4:08,Nas,Illmatic,Hip-Hop/Rap
One Love,5:26,Nas,Illmatic,Hip-Hop/Rap
One Time 4 Your Mind,3:19,Nas,Illmatic,Hip-Hop/Rap
Represent,4:13,Nas,Illmatic,Hip-Hop/Rap
It Ain't Hard To Tell,3:22,Nas,Illmatic,Hip-Hop/Rap
If I Ruled the World (Imagine That) [feat. Lauryn Hill],4:42,Nas,It Was Written,Hip-Hop/Rap
Ether,4:38,Nas,Stillmatic,Hip-Hop/Rap
Heart of Gold,3:07,Neil Young,Harvest,Rock
Old Man,3:25,Neil Young,Harvest,Rock
Animal,3:32,Neon Trees,Habits (Bonus Track Version),Alternative
Everybody Talks,2:57,Neon Trees,Picture Show,Alternative
Age of Consent,5:15,New Order,"Power, Corruption & Lies",Rock
No Name,3:04,NF,No Name - Single,Hip-Hop/Rap
Let You Down,3:32,NF,Perception,Hip-Hop/Rap
If You Want Love,3:19,NF,Perception,Hip-Hop/Rap
Lie,3:29,NF,Perception,Hip-Hop/Rap
Therapy Session,5:31,NF,Therapy Session,Hip-Hop/Rap
How Could You Leave Us,5:23,NF,Therapy Session,Hip-Hop/Rap
WHY,3:09,NF,WHY - Single,Hip-Hop/Rap
God Break Down the Door,4:15,Nine Inch Nails,Bad Witch,Alternative
Mr. Self Destruct,4:30,Nine Inch Nails,The Downward Spiral,Alternative
Piggy,4:25,Nine Inch Nails,The Downward Spiral,Alternative
Heresy,3:54,Nine Inch Nails,The Downward Spiral,Alternative
March of the Pigs,2:59,Nine Inch Nails,The Downward Spiral,Alternative
Closer,6:13,Nine Inch Nails,The Downward Spiral,Alternative
Ruiner,4:59,Nine Inch Nails,The Downward Spiral,Alternative
The Becoming,5:31,Nine Inch Nails,The Downward Spiral,Alternative
I Do Not Want This,5:41,Nine Inch Nails,The Downward Spiral,Alternative
Big Man with a Gun,1:36,Nine Inch Nails,The Downward Spiral,Alternative
A Warm Place,3:23,Nine Inch Nails,The Downward Spiral,Alternative
Eraser,4:54,Nine Inch Nails,The Downward Spiral,Alternative
Reptile,6:52,Nine Inch Nails,The Downward Spiral,Alternative
The Downward Spiral,3:57,Nine Inch Nails,The Downward Spiral,Alternative
Hurt,6:13,Nine Inch Nails,The Downward Spiral,Alternative
Head Like a Hole,5:00,Nine Inch Nails,Pretty Hate Machine,Alternative
The Hand That Feeds,3:32,Nine Inch Nails,With Teeth,Alternative
Every Day Is Exactly the Same,4:55,Nine Inch Nails,With Teeth,Alternative
Blew,2:54,Nirvana,Bleach,Alternative
About a Girl,2:48,Nirvana,Bleach,Alternative
Love Buzz,3:35,Nirvana,Bleach,Alternative
Negative Creep,2:56,Nirvana,Bleach,Alternative
Serve the Servants,3:37,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
Scentless Apprentice,3:48,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
Heart-Shaped Box,4:41,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
Rape Me,2:50,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
Frances Farmer Will Have Her Revenge On Seattle,4:10,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
Dumb,2:32,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
Very Ape,1:56,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
Milk It,3:55,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
Pennyroyal Tea,3:39,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
Radio Friendly Unit Shifter,4:52,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
Tourette's,1:35,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
All Apologies,3:56,Nirvana,In Utero (20th Anniversary) [Remastered],Alternative
About a Girl (Live),3:38,Nirvana,MTV Unplugged In New York (Live),Rock
The Man Who Sold the World (Live),4:21,Nirvana,MTV Unplugged In New York (Live),Rock
Lake of Fire (Live),2:56,Nirvana,MTV Unplugged In New York (Live),Rock
Where Did You Sleep Last Night (Live),5:06,Nirvana,MTV Unplugged In New York (Live),Rock
Smells Like Teen Spirit,5:01,Nirvana,Nevermind,Alternative
In Bloom,4:15,Nirvana,Nevermind,Alternative
Come As You Are,3:39,Nirvana,Nevermind,Alternative
Breed,3:04,Nirvana,Nevermind,Alternative
Lithium,4:17,Nirvana,Nevermind,Alternative
Polly,2:57,Nirvana,Nevermind,Alternative
Territorial Pissings,2:23,Nirvana,Nevermind,Alternative
Drain You,3:44,Nirvana,Nevermind,Alternative
Lounge Act,2:37,Nirvana,Nevermind,Alternative
Stay Away,3:32,Nirvana,Nevermind,Alternative
On a Plain,3:16,Nirvana,Nevermind,Alternative
Something In the Way,3:52,Nirvana,Nevermind,Alternative
"Endless, Nameless",6:43,Nirvana,Nevermind,Alternative
Dead Wrong (feat. Eminem),4:57,The Notorious B.I.G.,Born Again,Hip-Hop/Rap
Who Shot Ya,3:48,The Notorious B.I.G.,Born Again,Hip-Hop/Rap
Kick In the Door (2014 Remastered Version),4:46,The Notorious B.I.G.,Life After Death (Remastered Edition),Hip-Hop/Rap
Mo Money Mo Problems (feat. Mase & Puff Daddy) [2014 Remastered Version],4:17,The Notorious B.I.G.,Life After Death (Remastered Edition),Hip-Hop/Rap
Notorious Thugs (2014 Remastered Version),6:07,The Notorious B.I.G.,Life After Death (Remastered Edition),Hip-Hop/Rap
Ten Crack Commandments (2014 Remastered Version),3:24,The Notorious B.I.G.,Life After Death (Remastered Edition),Hip-Hop/Rap
Party and Bulls**t,3:37,The Notorious B.I.G.,Notorious (Music from and Inspired By the Original Motion Picture) [Deluxe Version],Soundtrack
Gimme the Loot,5:04,The Notorious B.I.G.,Ready to Die - The Remaster,Hip-Hop/Rap
Ready to Die (Bridgeport Sample Removed),4:25,The Notorious B.I.G.,Ready to Die - The Remaster,Hip-Hop/Rap
Juicy,5:03,The Notorious B.I.G.,Ready to Die - The Remaster,Hip-Hop/Rap
Big Poppa,4:13,The Notorious B.I.G.,Ready to Die - The Remaster,Hip-Hop/Rap
Suicidal Thoughts,2:50,The Notorious B.I.G.,Ready to Die - The Remaster,Hip-Hop/Rap
Rock 'n' Roll Star (Remastered),5:22,Oasis,Definitely Maybe (Remastered),Alternative
Shakermaker (Remastered),5:08,Oasis,Definitely Maybe (Remastered),Alternative
Live Forever (Remastered),4:37,Oasis,Definitely Maybe (Remastered),Alternative
Up In the Sky (Remastered),4:28,Oasis,Definitely Maybe (Remastered),Alternative
Columbia (Remastered),6:17,Oasis,Definitely Maybe (Remastered),Alternative
Supersonic (Remastered),4:44,Oasis,Definitely Maybe (Remastered),Alternative
Bring It On Down (Remastered),4:18,Oasis,Definitely Maybe (Remastered),Alternative
Cigarettes & Alcohol (Remastered),4:49,Oasis,Definitely Maybe (Remastered),Alternative
Digsy's Dinner (Remastered),2:32,Oasis,Definitely Maybe (Remastered),Alternative
Slide Away (Remastered),6:32,Oasis,Definitely Maybe (Remastered),Alternative
Married With Children (Remastered),3:13,Oasis,Definitely Maybe (Remastered),Alternative
Bag It Up,4:40,Oasis,Dig Out Your Soul,Alternative
The Turning,5:05,Oasis,Dig Out Your Soul,Alternative
Waiting for the Rapture,3:03,Oasis,Dig Out Your Soul,Alternative
The Shock of the Lightning,5:00,Oasis,Dig Out Your Soul,Alternative
I'm Outta Time,4:10,Oasis,Dig Out Your Soul,Alternative
(Get Off Your) High Horse Lady,4:07,Oasis,Dig Out Your Soul,Alternative
Falling Down,4:20,Oasis,Dig Out Your Soul,Alternative
To Be Where There's Life,4:36,Oasis,Dig Out Your Soul,Alternative
Ain't Got Nothin,2:15,Oasis,Dig Out Your Soul,Alternative
The Nature of Reality,3:48,Oasis,Dig Out Your Soul,Alternative
Soldier On,4:51,Oasis,Dig Out Your Soul,Alternative
The Hindu Times,3:46,Oasis,Heathen Chemistry,Alternative
Force of Nature,4:52,Oasis,Heathen Chemistry,Alternative
Hung In a Bad Place,3:29,Oasis,Heathen Chemistry,Alternative
Stop Crying Your Heart Out,5:03,Oasis,Heathen Chemistry,Alternative
Songbird,2:08,Oasis,Heathen Chemistry,Alternative
Little By Little,4:53,Oasis,Heathen Chemistry,Alternative
A Quick Peep,1:17,Oasis,Heathen Chemistry,Alternative
(Probably) All In the Mind,4:02,Oasis,Heathen Chemistry,Alternative
She Is Love,3:10,Oasis,Heathen Chemistry,Alternative
Born On a Different Cloud,6:09,Oasis,Heathen Chemistry,Alternative
Better Man/The Cage,38:05:00,Oasis,Heathen Chemistry,Alternative
Hello (Remastered),3:22,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
Roll With It (Remastered),4:00,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
Wonderwall (Remastered),4:19,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
Don't Look Back In Anger (Remastered),4:50,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
Hey Now! (Remastered),5:42,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
Untitled (Version 1) [Remastered],0:45,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
Some Might Say (Remastered),5:28,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
Cast No Shadow (Remastered),4:55,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
She's Electric (Remastered),3:40,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
Morning Glory (Remastered),5:04,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
Untitled (Version 2) [Remastered],0:40,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
Champagne Supernova (Remastered),7:28,Oasis,(What's the Story) Morning Glory? [Remastered],Alternative
"Rella (feat. Hodgy Beats, Domo Genesis & Tyler, the Creator)",3:10,Odd Future,"The OF Tape, Vol. 2",Hip-Hop/Rap
"Sam (Is Dead) [feat. Domo Genesis & Tyler, the Creator]",3:22,Odd Future,"The OF Tape, Vol. 2",Hip-Hop/Rap
Oldie,10:36,Odd Future,"The OF Tape, Vol. 2",Hip-Hop/Rap
Welcome,0:10,The Offspring,Americana,Rock
Have You Ever,3:57,The Offspring,Americana,Rock
Staring at the Sun,2:14,The Offspring,Americana,Rock
Pretty Fly (For a White Guy),3:09,The Offspring,Americana,Rock
The Kids Aren't Alright,3:00,The Offspring,Americana,Rock
Feelings,2:52,The Offspring,Americana,Rock
She's Got Issues,3:49,The Offspring,Americana,Rock
Walla Walla,2:57,The Offspring,Americana,Rock
The End of the Line,3:02,The Offspring,Americana,Rock
No Brakes,2:04,The Offspring,Americana,Rock
Why Don't You Get a Job,2:52,The Offspring,Americana,Rock
Americana,3:15,The Offspring,Americana,Rock
Pay the Man,8:10,The Offspring,Americana,Rock
Pretty Fly (Reprise),1:03,The Offspring,Americana,Rock
Coming for You,3:49,The Offspring,Coming for You - Single,Alternative
Intro,0:05,The Offspring,Conspiracy of One,Rock
Come Out Swinging,2:47,The Offspring,Conspiracy of One,Rock
Original Prankster (feat. Redman),3:41,The Offspring,Conspiracy of One,Rock
Want You Bad,3:23,The Offspring,Conspiracy of One,Rock
Million Miles Away,3:40,The Offspring,Conspiracy of One,Rock
"Dammit, I Changed Again",2:49,The Offspring,Conspiracy of One,Rock
Living in Chaos,3:28,The Offspring,Conspiracy of One,Rock
Special Delivery,3:00,The Offspring,Conspiracy of One,Rock
One Fine Day,2:45,The Offspring,Conspiracy of One,Rock
All Along,1:39,The Offspring,Conspiracy of One,Rock
"Denial, Revisited",4:33,The Offspring,Conspiracy of One,Rock
Vultures,3:34,The Offspring,Conspiracy of One,Rock
Conspiracy of One,2:17,The Offspring,Conspiracy of One,Rock
The Future Is Now,4:08,The Offspring,Days Go By,Rock
Secrets from the Underground,3:10,The Offspring,Days Go By,Rock
Days Go By,4:02,The Offspring,Days Go By,Rock
Turning into You,3:42,The Offspring,Days Go By,Rock
Hurting as One,2:50,The Offspring,Days Go By,Rock
Cruising California (Bumpin' in My Trunk),3:31,The Offspring,Days Go By,Rock
All I Have Left Is You,5:19,The Offspring,Days Go By,Rock
OC Guns,4:08,The Offspring,Days Go By,Rock
Dirty Magic,4:00,The Offspring,Days Go By,Rock
I Wanna Secret Family (With You),3:02,The Offspring,Days Go By,Rock
Dividing by Zero,2:22,The Offspring,Days Go By,Rock
Slim Pickens Does the Right Thing and Rides the Bomb to Hell,2:36,The Offspring,Days Go By,Rock
Come Out and Play (Keep ‘Em Separated),3:18,The Offspring,Greatest Hits,Rock
Self Esteem,4:18,The Offspring,Greatest Hits,Rock
Gotta Get Away,3:52,The Offspring,Greatest Hits,Rock
Session,2:32,The Offspring,Ignition (2008 Remaster),Rock
We Are One,4:00,The Offspring,Ignition (2008 Remaster),Rock
Kick Him When He's Down,3:16,The Offspring,Ignition (2008 Remaster),Rock
Take It Like a Man,2:55,The Offspring,Ignition (2008 Remaster),Rock
Get It Right,3:06,The Offspring,Ignition (2008 Remaster),Rock
Dirty Magic,3:49,The Offspring,Ignition (2008 Remaster),Rock
Hypodermic,3:22,The Offspring,Ignition (2008 Remaster),Rock
Burn It Up,2:43,The Offspring,Ignition (2008 Remaster),Rock
No Hero,3:22,The Offspring,Ignition (2008 Remaster),Rock
L.A.P.D.,2:46,The Offspring,Ignition (2008 Remaster),Rock
Nothing from Something,3:00,The Offspring,Ignition (2008 Remaster),Rock
Forever and a Day,2:37,The Offspring,Ignition (2008 Remaster),Rock
Disclaimer,0:45,The Offspring,Ixnay on the Hombre,Rock
